name,price,first_name,last_name,above_100
Rhonda Moss DDS,259.0397505024356,Rhonda,Moss,True
Sarah Williams,92.82627713649636,Sarah,Williams,False
Carolyn Collins,236.24728881254813,Carolyn,Collins,True
Larry Mooney,135.27017938989422,Larry,Mooney,True
Laura Livingston,294.25806990582436,Laura,Livingston,True
Candace Mckenzie,84.58145758338813,Candace,Mckenzie,False
Candace Wallace,124.7464542613423,Candace,Wallace,True
Jason White,218.43180413366082,Jason,White,True
Patricia Reynolds,89.01176825909228,Patricia,Reynolds,False
Michael Ellison,244.47171060446053,Michael,Ellison,True
Melissa Robles,238.45609669548043,Melissa,Robles,True
Heidi Fry,109.62647170853651,Heidi,Fry,True
James Smith,163.95738564855034,James,Smith,True
Charles Ruiz,48.45811846912089,Charles,Ruiz,False
Stephanie Green DDS,9.144974190597543,Stephanie,Green,False
Stacey Garcia,106.61920386744845,Stacey,Garcia,True
Glenda Burke,206.36350632142344,Glenda,Burke,True
Zachary Alvarez,104.0523689923793,Zachary,Alvarez,True
Rachel Shaw,2.448211505515752,Rachel,Shaw,False
Carmen Beard,269.62368497596617,Carmen,Beard,True
Tony Daniels,186.9035774579524,Tony,Daniels,True
Randy Mora,70.74105982483371,Randy,Mora,False
George Aguirre,128.9497508227403,George,Aguirre,True
James Miller,297.04056394395474,James,Miller,True
Jacqueline Williams,17.306221558812595,Jacqueline,Williams,False
April Taylor,121.28989032735632,April,Taylor,True
Robert Johnson,131.62377790455037,Robert,Johnson,True
Gary White,280.97065059718244,Gary,White,True
Kim Lowe,192.7758756466007,Kim,Lowe,True
Samantha Jones,136.34155637165566,Samantha,Jones,True
Randy Lozano,16.301049650545718,Randy,Lozano,False
Arthur Chavez,6.903795237740217,Arthur,Chavez,False
Melissa Miller,162.60669447005415,Melissa,Miller,True
Leslie Mccormick,282.50210661508714,Leslie,Mccormick,True
Carlos Rubio,63.2180240393211,Carlos,Rubio,False
David York,86.53219265932694,David,York,False
Gabriella Anthony,7.6386454053409825,Gabriella,Anthony,False
Olivia Poole,117.85417195127266,Olivia,Poole,True
Wayne Wilson,74.67047227866091,Wayne,Wilson,False
Elizabeth Moore,267.3988136432793,Elizabeth,Moore,True
Janice Campbell,33.45339810287007,Janice,Campbell,False
Julie Johnson,63.64156781774781,Julie,Johnson,False
Misty Cantrell,189.03920909845044,Misty,Cantrell,True
Robert Soto,109.01383568593417,Robert,Soto,True
Brenda Cowan,60.84957659066811,Brenda,Cowan,False
Kelly Guerrero,259.5112156610179,Kelly,Guerrero,True
David Nichols,19.4852485825076,David,Nichols,False
Kayla Taylor,186.23562833792442,Kayla,Taylor,True
Antonio Garcia,125.47721261358778,Antonio,Garcia,True
Tyler Cisneros,186.58982946523628,Tyler,Cisneros,True
Jillian Crawford,158.81727732036828,Jillian,Crawford,True
Karl Pierce,132.7746811247699,Karl,Pierce,True
Joann Taylor,276.9621962173069,Joann,Taylor,True
Jennifer Jenkins,59.128582081586295,Jennifer,Jenkins,False
Nancy Brown,78.87073418065538,Nancy,Brown,False
Emma Munoz,120.84287574591565,Emma,Munoz,True
Shawn Galloway,141.02986218926173,Shawn,Galloway,True
Melissa Mcguire,213.08212039609552,Melissa,Mcguire,True
Bryan Chavez,125.39615596333384,Bryan,Chavez,True
Fernando Salazar,256.1537305026925,Fernando,Salazar,True
Megan Moore,251.34779847880935,Megan,Moore,True
Robert Williams,175.20972501819077,Robert,Williams,True
Dennis Sanford,29.450432640090238,Dennis,Sanford,False
Kimberly Herrera,154.8076505334469,Kimberly,Herrera,True
Gloria Potts,289.10493534380265,Gloria,Potts,True
Suzanne Barnett,8.470995351489764,Suzanne,Barnett,False
Leah Myers,44.557973904375906,Leah,Myers,False
Kylie Thomas,13.453416021299347,Kylie,Thomas,False
Amanda Murphy,50.55321552469607,Amanda,Murphy,False
Christopher Matthews,282.3634970875721,Christopher,Matthews,True
Nicole Parks,52.283997665936184,Nicole,Parks,False
Bobby Martin,205.4899694679927,Bobby,Martin,True
Kevin Chambers,121.17110156585184,Kevin,Chambers,True
Kimberly Lawson,250.28807417853676,Kimberly,Lawson,True
Rachel Lopez,101.88811233293558,Rachel,Lopez,True
Christopher Clay,219.38450883405247,Christopher,Clay,True
Daniel Martin,.30019335994085905,Daniel,Martin,False
William Taylor,66.55747013586088,William,Taylor,False
Steven Johnson,111.29328197700804,Steven,Johnson,True
Daniel Miller,80.5775678926165,Daniel,Miller,False
Taylor Bryant,187.63154082557503,Taylor,Bryant,True
Lauren Jones,194.79263119102959,Lauren,Jones,True
Lindsey Robertson,22.737646859159213,Lindsey,Robertson,False
Allison Thomas,168.33349750521316,Allison,Thomas,True
Vernon Bishop,216.1870445736053,Vernon,Bishop,True
Susan Parsons,132.91852598876127,Susan,Parsons,True
Brady Snyder,210.39608628043945,Brady,Snyder,True
Brent Mcgrath,174.69835667191742,Brent,Mcgrath,True
Peter Smith,278.6080180649334,Peter,Smith,True
Deborah Fox,248.12282335223,Deborah,Fox,True
Heather Collins,147.42740743180875,Heather,Collins,True
Phillip Meyers,102.79774717187095,Phillip,Meyers,True
Nicholas Hubbard,275.40083640481305,Nicholas,Hubbard,True
Misty Ramirez,62.31681444320775,Misty,Ramirez,False
Scott Johnson,85.87388958460392,Scott,Johnson,False
Jay Nixon,253.4674787231029,Jay,Nixon,True
Tony Hall,61.197165218284425,Tony,Hall,False
Taylor Smith,41.49264584158212,Taylor,Smith,False
Mark Reynolds,70.49794435636787,Mark,Reynolds,False
Marilyn Christensen,155.48545325374747,Marilyn,Christensen,True
Denise Atkins,185.45160104146026,Denise,Atkins,True
Melissa Gonzales,228.0025996700991,Melissa,Gonzales,True
Henry Hoffman,229.66288757903408,Henry,Hoffman,True
Daisy Davenport,59.527535181546405,Daisy,Davenport,False
Christopher Paul,122.71316985988042,Christopher,Paul,True
Kevin Craig,148.20105162583087,Kevin,Craig,True
Natalie Coleman,122.14404521392821,Natalie,Coleman,True
Jeremy Strickland,130.84356621069006,Jeremy,Strickland,True
Gary Bonilla,162.61525338967425,Gary,Bonilla,True
Amanda Richards,236.59571642368752,Amanda,Richards,True
Heidi Perez,245.1757227990263,Heidi,Perez,True
Robert Johnson,174.69223455356223,Robert,Johnson,True
Gary Mills,183.83632122355647,Gary,Mills,True
Chelsea Caldwell,16.12083718443007,Chelsea,Caldwell,False
John Frye,223.2774175401916,John,Frye,True
Michael Strong,220.4122321530476,Michael,Strong,True
Christopher Delgado,85.7827975219131,Christopher,Delgado,False
Whitney Wallace,253.45561825480598,Whitney,Wallace,True
Rebecca Martinez,59.68320226018208,Rebecca,Martinez,False
Marissa Mccoy,116.96346526147707,Marissa,Mccoy,True
Ricky Kerr,38.99584409323927,Ricky,Kerr,False
Anna Campbell,249.9213404326384,Anna,Campbell,True
Marie Walters,73.38808728545419,Marie,Walters,False
Robert Martin,38.22288302142398,Robert,Martin,False
Marc Davis,162.28026194930808,Marc,Davis,True
James Dixon,159.37943283852357,James,Dixon,True
Vicki Ramirez,186.16024273670712,Vicki,Ramirez,True
Krista Campbell,161.2338436440011,Krista,Campbell,True
Lauren Patterson,170.2123273334216,Lauren,Patterson,True
Megan Clark,290.2581555729941,Megan,Clark,True
Judy Zimmerman,219.58882554041398,Judy,Zimmerman,True
Joseph Williams MD,210.78418587544644,Joseph,Williams,True
Lori Acevedo,210.66028991914436,Lori,Acevedo,True
William Taylor,275.6331762919653,William,Taylor,True
Dawn Snyder,248.98404166326145,Dawn,Snyder,True
Jennifer Simmons,80.68353707250292,Jennifer,Simmons,False
Alyssa Nunez,163.80090017535008,Alyssa,Nunez,True
Robert Black,63.928004824648646,Robert,Black,False
Julia Young,239.23966830924962,Julia,Young,True
Melinda Barnes,227.25063517083808,Melinda,Barnes,True
Mr. Brett Armstrong,154.13418355563863,Brett,Armstrong,True
Erik Stevenson,246.0040721964782,Erik,Stevenson,True
Daniel George,34.80089307788611,Daniel,George,False
Lindsey Jones,197.70203950528594,Lindsey,Jones,True
Virginia Lopez,227.42559145706585,Virginia,Lopez,True
Andrew Brown,92.88318048748691,Andrew,Brown,False
Donna Lowery,264.83260935725133,Donna,Lowery,True
Alexis Andrade,6.313985182948612,Alexis,Andrade,False
Alyssa Pierce,47.74032516054749,Alyssa,Pierce,False
Tara Johnson,38.26768696182315,Tara,Johnson,False
Michael Brady,162.05943217458181,Michael,Brady,True
James Rhodes,51.92414008935029,James,Rhodes,False
Pamela Scott,42.433333922056505,Pamela,Scott,False
Martin Ward,170.94982482253798,Martin,Ward,True
Kristina Hernandez,107.69157184330523,Kristina,Hernandez,True
Robert Bush,87.1800419106335,Robert,Bush,False
Rebecca Larson,214.3895724880069,Rebecca,Larson,True
Brittany Watson,190.5200180237414,Brittany,Watson,True
Ryan Ramirez,249.7287912514065,Ryan,Ramirez,True
Edward Burns,87.64996993182648,Edward,Burns,False
John Prince,31.738420344070374,John,Prince,False
Ashley Boyer,107.66259919776722,Ashley,Boyer,True
James Dean,61.695454203113286,James,Dean,False
Natalie Gordon,268.2800093904237,Natalie,Gordon,True
Ryan Smith,136.20781301562315,Ryan,Smith,True
Stephen Thompson,54.296397135686725,Stephen,Thompson,False
William Delgado,96.25442517413536,William,Delgado,False
Brian Johnson,124.92920800129251,Brian,Johnson,True
James Patel,216.60564294988416,James,Patel,True
Allen Rogers,145.43424673621442,Allen,Rogers,True
Aimee Reyes,277.6656815323848,Aimee,Reyes,True
Susan Williams,255.2153532198499,Susan,Williams,True
Edward Griffin,108.6205221556892,Edward,Griffin,True
Debra Baker,296.5003089408694,Debra,Baker,True
Yvette Kramer,279.93711740258726,Yvette,Kramer,True
Alyssa Williams DVM,270.89722410924776,Alyssa,Williams,True
John Cunningham,173.02428331069592,John,Cunningham,True
Dana Gilbert,86.51917139139056,Dana,Gilbert,False
Stephen Henry,146.15155779396392,Stephen,Henry,True
Bradley James,137.9824935007853,Bradley,James,True
Melinda Peters,16.830030435585858,Melinda,Peters,False
Robert Goodman,213.542398367175,Robert,Goodman,True
Leslie Moore,195.96307990880481,Leslie,Moore,True
Sarah Gray,270.794728795214,Sarah,Gray,True
Amy Haynes,258.5062772657286,Amy,Haynes,True
Gary Dean,184.42515197173316,Gary,Dean,True
Jonathan Duran,224.53614166006957,Jonathan,Duran,True
Elizabeth Ruiz,124.66944953610624,Elizabeth,Ruiz,True
Caitlin Lewis,196.35989586878728,Caitlin,Lewis,True
Micheal Blackburn,10.44317525383308,Micheal,Blackburn,False
Sheryl Mccarthy,159.95197311799956,Sheryl,Mccarthy,True
Lisa Smith,150.91226788427025,Lisa,Smith,True
Jared Juarez,247.5606457184945,Jared,Juarez,True
Brett Castro,217.3328584696009,Brett,Castro,True
Jessica Murray,175.30221837335125,Jessica,Murray,True
Austin Coffey,16.259139624906208,Austin,Coffey,False
Shelly Jacobs,3.856762052262908,Shelly,Jacobs,False
Elizabeth Logan,298.7423280960961,Elizabeth,Logan,True
Cody Anderson,128.08149674209776,Cody,Anderson,True
Kayla Wood,256.0528759915511,Kayla,Wood,True
Paul Singh DDS,157.96361688869047,Paul,Singh,True
James Mays,245.2433071605521,James,Mays,True
Thomas Moore,244.59149818432581,Thomas,Moore,True
Linda Pacheco,299.60400695104124,Linda,Pacheco,True
Jenny Clark,66.323118079241,Jenny,Clark,False
Patrick Guzman,223.49659809806417,Patrick,Guzman,True
Mr. Scott Peters,229.48733097035625,Scott,Peters,True
John Stevenson,23.099272291969648,John,Stevenson,False
Kristina Brooks,154.68058259535485,Kristina,Brooks,True
Nancy Aguilar,63.38787526628624,Nancy,Aguilar,False
Robert Brown,132.73295362216254,Robert,Brown,True
Jessica Williams,255.95815772602117,Jessica,Williams,True
David Brown,290.59448058900983,David,Brown,True
Dorothy Munoz,242.56453996893262,Dorothy,Munoz,True
Jason Lawson,76.09246622090241,Jason,Lawson,False
James Hall,167.96983139949685,James,Hall,True
Patricia Carpenter,46.081471226854134,Patricia,Carpenter,False
Jeff Cardenas,64.36052626619745,Jeff,Cardenas,False
Michelle Johnson,19.189450361745703,Michelle,Johnson,False
Frank Madden,17.34021423630535,Frank,Madden,False
George Tanner,291.42926528925824,George,Tanner,True
Dylan Johnson,40.653285809712465,Dylan,Johnson,False
Pamela King,282.4817646766954,Pamela,King,True
Jesse Frazier,95.66568524752321,Jesse,Frazier,False
Edward Russell,103.22359133510466,Edward,Russell,True
Diana Mcdonald,183.09643604917144,Diana,Mcdonald,True
Randy Dawson,192.1441513938406,Randy,Dawson,True
Jasmine Williams,286.16923356548403,Jasmine,Williams,True
Robert Smith,124.21900702404787,Robert,Smith,True
Sara Young,183.9944858377276,Sara,Young,True
Samantha Gonzalez,205.5899257425711,Samantha,Gonzalez,True
Christina Torres,286.2681618777825,Christina,Torres,True
Maria Bailey,141.90762943777943,Maria,Bailey,True
Charles Bartlett,94.22658656561113,Charles,Bartlett,False
Natalie Parker,238.0161588972616,Natalie,Parker,True
Paula Hernandez DDS,48.883816775393846,Paula,Hernandez,False
Jessica Jenkins,14.947778964788506,Jessica,Jenkins,False
Drew Henson,223.07613087091502,Drew,Henson,True
Michael Davis,17.980908989224538,Michael,Davis,False
Ian Ramos,23.684656479342635,Ian,Ramos,False
Anna Wright,235.5824596008408,Anna,Wright,True
Ashley Anderson,74.40865878276213,Ashley,Anderson,False
Jennifer Wright,298.1278772531823,Jennifer,Wright,True
Nicole Lopez,67.72888615683607,Nicole,Lopez,False
Tara Ellis,21.927614346193682,Tara,Ellis,False
Hannah Elliott,42.350030610505904,Hannah,Elliott,False
Gavin Rodriguez,116.36642424082113,Gavin,Rodriguez,True
Johnny Jackson,291.59689013886367,Johnny,Jackson,True
Martin Garrett,147.06705563281525,Martin,Garrett,True
Terri Hayes,167.3609672632571,Terri,Hayes,True
Adam Huang,260.84093566443414,Adam,Huang,True
Carolyn Garner,104.41065354970587,Carolyn,Garner,True
Lisa Lee,130.22025105836542,Lisa,Lee,True
Rodney Escobar,8.711600244270834,Rodney,Escobar,False
Michael Johnson,144.54500628387981,Michael,Johnson,True
Michelle Carter DVM,55.948228582619045,Michelle,Carter,False
John Dunn,81.54369829884075,John,Dunn,False
Terry Pierce,297.8661824269755,Terry,Pierce,True
David Buck,258.79109040656874,David,Buck,True
Jennifer Newman,149.3096362559838,Jennifer,Newman,True
Cynthia Lee,246.59341963671147,Cynthia,Lee,True
Sylvia Clark,299.52523513204085,Sylvia,Clark,True
Joseph Taylor,86.08285036113182,Joseph,Taylor,False
Kathleen Barton,37.421808702905686,Kathleen,Barton,False
Michael Harris Jr.,52.863409788803615,Michael,Harris,False
Eric Benson,172.1967218140958,Eric,Benson,True
Curtis Butler,44.51322087159383,Curtis,Butler,False
Brittany Le,51.04878874984286,Brittany,Le,False
Jeremiah Sims,101.16179403008928,Jeremiah,Sims,True
David Davis,290.4227547320138,David,Davis,True
Tiffany Bond,181.48954787847828,Tiffany,Bond,True
Patricia Chen,61.60059464895199,Patricia,Chen,False
William Crawford,181.76037492528042,William,Crawford,True
Christina Roberts,29.28680091733447,Christina,Roberts,False
Jerome Scott,232.14413357176463,Jerome,Scott,True
Jeffery Walker,272.08402755869633,Jeffery,Walker,True
Todd Alvarez,212.17336316636133,Todd,Alvarez,True
John Henry,223.9911857613067,John,Henry,True
James Miles,156.36757784621398,James,Miles,True
Michael Downs,31.19720611005966,Michael,Downs,False
Kayla Wheeler,6.095911004942511,Kayla,Wheeler,False
Charles Martin,161.27522870857268,Charles,Martin,True
Harold Bennett,135.0423550134277,Harold,Bennett,True
Michael Swanson,200.39235279374984,Michael,Swanson,True
Janet Mcdonald,79.80353706580819,Janet,Mcdonald,False
Brett Willis,244.40641148419883,Brett,Willis,True
Jacob Smith,27.923228816289026,Jacob,Smith,False
Alexa Webb,167.56885852232438,Alexa,Webb,True
Louis Klein,40.12200003556118,Louis,Klein,False
Tony Yu,15.742386454841974,Tony,Yu,False
Lisa Goodman,121.07840957778886,Lisa,Goodman,True
Kimberly Hernandez,36.97352301810157,Kimberly,Hernandez,False
Phillip Friedman,145.84183084692725,Phillip,Friedman,True
Brian Lam,2.9003944865113707,Brian,Lam,False
Kristin Wilkins,251.85102866093413,Kristin,Wilkins,True
Joshua Lynch,188.8781109748352,Joshua,Lynch,True
Blake Mclaughlin,276.65121566766607,Blake,Mclaughlin,True
Billy Olsen,10.004807042544053,Billy,Olsen,False
Shawn Brock,179.61580863261688,Shawn,Brock,True
Danielle Jones,222.69520757018762,Danielle,Jones,True
Jim Gomez,60.129197330618936,Jim,Gomez,False
Sabrina Henderson,178.745385306665,Sabrina,Henderson,True
David Pennington,245.31840116263646,David,Pennington,True
Deborah Williams,137.01597097392576,Deborah,Williams,True
Stephanie Bowman,227.0047204438775,Stephanie,Bowman,True
Joseph Frazier,176.45330226779308,Joseph,Frazier,True
Ryan Mclaughlin,249.86437596048543,Ryan,Mclaughlin,True
Tony Hall,135.8550959490399,Tony,Hall,True
Timothy Martin,289.26536373047884,Timothy,Martin,True
John Obrien,261.8481216298636,John,Obrien,True
Barbara Johnson,53.805895080716546,Barbara,Johnson,False
Brandon Marshall,139.8477827356658,Brandon,Marshall,True
Carrie Miller,11.555508726873619,Carrie,Miller,False
Samantha Dean,261.6193407458776,Samantha,Dean,True
Jamie Wilson,87.74932377728214,Jamie,Wilson,False
Carlos Acosta,236.6035296169167,Carlos,Acosta,True
Amy Bennett,228.74945775366402,Amy,Bennett,True
Dominique Wells,116.64359542890196,Dominique,Wells,True
Sarah Bright,237.5160782816234,Sarah,Bright,True
Michael Barton,111.588339159014,Michael,Barton,True
Rebecca Anderson,172.30626419058922,Rebecca,Anderson,True
Megan Riggs,31.41542457812729,Megan,Riggs,False
Whitney Andrews,44.11769930461343,Whitney,Andrews,False
Catherine Jones,127.01351222588646,Catherine,Jones,True
William Andrews,236.21807628453686,William,Andrews,True
Kathleen Edwards,158.32395378421924,Kathleen,Edwards,True
Roger Frost,220.4688874473468,Roger,Frost,True
Justin Johnson,255.8491608244896,Justin,Johnson,True
Valerie Young,265.1702577469093,Valerie,Young,True
Samantha Perez,239.9469797167457,Samantha,Perez,True
Devin Allen,72.15833790608175,Devin,Allen,False
Stephanie Little,238.923872831042,Stephanie,Little,True
Melanie Miller,27.507047501375407,Melanie,Miller,False
Erica Beck,2.4085263967615007,Erica,Beck,False
Toni Dunn,168.3733620198095,Toni,Dunn,True
Eric Dunn,211.89758909785093,Eric,Dunn,True
David Jackson,169.3550529484765,David,Jackson,True
Melanie Gates,94.66629008484443,Melanie,Gates,False
Heather Pierce,17.410619688845152,Heather,Pierce,False
Jordan Lewis,153.01461740284606,Jordan,Lewis,True
Michele Johnson,255.71498005316127,Michele,Johnson,True
Samantha Ryan,249.4925261326123,Samantha,Ryan,True
Christopher Hudson,201.99975182132732,Christopher,Hudson,True
Zachary Williams,106.59921636962805,Zachary,Williams,True
Donna Davis,66.72879990563358,Donna,Davis,False
Jordan Erickson,237.77207484845368,Jordan,Erickson,True
Christopher Nolan,88.74278260205863,Christopher,Nolan,False
